city,zip,airbnb_count,avg_airbnb_price,entire_home_ratio,avg_review_score,avg_accommodates
Los Angeles,90222,15,207.0,0.9333333333333333,4.793846153846154,6.666666666666667
Los Angeles,90230,175,199.13142857142856,0.7257142857142858,4.801266666666667,3.4971428571428573
Los Angeles,90232,311,210.07395498392282,0.842443729903537,4.791918819188192,4.295819935691318
Los Angeles,90240,26,158.53846153846155,0.6923076923076923,4.864285714285715,4.115384615384615
Los Angeles,90241,51,164.0,0.7254901960784313,4.861190476190476,3.9215686274509802
Los Angeles,90242,52,132.30769230769232,0.5192307692307693,4.835681818181818,3.769230769230769
Los Angeles,90245,94,1218.3936170212767,0.46808510638297873,4.776627906976745,3.5319148936170213
Los Angeles,90247,56,127.375,0.8035714285714286,4.595777777777778,4.053571428571429
Los Angeles,90248,15,110.4,0.5333333333333333,4.832142857142857,2.8
Los Angeles,90249,77,120.71428571428571,0.5454545454545454,4.821864406779661,3.5584415584415585
Los Angeles,90250,272,151.75367647058823,0.7426470588235294,4.7959756097560975,3.9301470588235294
Los Angeles,90254,256,401.2734375,0.80078125,4.845314009661836,4.109375
Los Angeles,90255,16,130.6875,0.9375,4.240909090909091,4.4375
Los Angeles,90260,104,146.59615384615384,0.6730769230769231,4.797422680412371,4.346153846153846
Los Angeles,90262,36,134.33333333333334,0.6666666666666666,4.732571428571428,5.5
Los Angeles,90265,473,1321.5475687103594,0.9619450317124736,4.8695,6.3446088794926006
Los Angeles,90266,366,502.1857923497268,0.9234972677595629,4.8741724137931035,4.877049180327869
Los Angeles,90270,11,111.18181818181819,0.8181818181818182,4.419,2.909090909090909
Los Angeles,90272,65,651.4923076923077,0.9076923076923077,4.784878048780488,5.3076923076923075
Los Angeles,90274,39,470.56410256410254,0.7948717948717948,4.79125,5.205128205128205
Los Angeles,90275,108,717.2129629629629,0.6759259259259259,4.784999999999999,4.842592592592593
Los Angeles,90277,263,1195.3117870722433,0.7680608365019012,4.769282511210762,3.779467680608365
Los Angeles,90278,113,231.46017699115043,0.6637168141592921,4.866263736263736,3.938053097345133
Los Angeles,90280,33,133.6060606060606,0.9393939393939394,4.813793103448275,4.909090909090909
Los Angeles,90290,300,334.00333333333333,0.9466666666666667,4.892927756653992,3.9166666666666665
Los Angeles,90291,952,307.8004201680672,0.917016806722689,4.841715749039693,3.8487394957983194
Los Angeles,90292,618,330.046925566343,0.919093851132686,4.735552995391705,4.432038834951456
Los Angeles,90293,98,271.0816326530612,0.8877551020408163,4.77546875,4.153061224489796
Los Angeles,90301,117,169.5897435897436,0.7692307692307693,4.857865168539326,4.128205128205129
Los Angeles,90302,109,157.11926605504587,0.7614678899082569,4.7943750000000005,3.5045871559633026
Los Angeles,90303,71,184.18309859154928,0.7183098591549296,4.792545454545454,4.408450704225352
Los Angeles,90304,120,145.81666666666666,0.7,4.7793636363636365,4.016666666666667
Los Angeles,90305,61,221.8360655737705,0.7377049180327869,4.884888888888889,4.409836065573771
